feature,importance,fold
PREV_AMT_APPLICATION_MAX,94,8
PREV_AMT_APPLICATION_MEAN,165,8
PREV_AMT_CREDIT_MIN,131,8
PREV_AMT_CREDIT_MAX,150,8
PREV_AMT_CREDIT_MEAN,169,8
PREV_APP_CREDIT_PERC_MIN,279,8
PREV_APP_CREDIT_PERC_MAX,169,8
PREV_APP_CREDIT_PERC_MEAN,298,8
PREV_APP_CREDIT_PERC_VAR,334,8
PREV_AMT_DOWN_PAYMENT_MIN,115,8
PREV_AMT_DOWN_PAYMENT_MAX,169,8
PREV_AMT_DOWN_PAYMENT_MEAN,170,8
PREV_AMT_GOODS_PRICE_MIN,159,8
PREV_AMT_GOODS_PRICE_MAX,70,8
PREV_AMT_GOODS_PRICE_MEAN,170,8
PREV_HOUR_APPR_PROCESS_START_MIN,84,8
PREV_HOUR_APPR_PROCESS_START_MAX,137,8
PREV_HOUR_APPR_PROCESS_START_MEAN,252,8
PREV_RATE_DOWN_PAYMENT_MIN,106,8
PREV_RATE_DOWN_PAYMENT_MAX,130,8
PREV_RATE_DOWN_PAYMENT_MEAN,221,8
PREV_DAYS_DECISION_MIN,184,8
PREV_DAYS_DECISION_MAX,298,8
PREV_DAYS_DECISION_MEAN,189,8
PREV_CNT_PAYMENT_MEAN,437,8
PREV_CNT_PAYMENT_SUM,111,8
PREV_NAME_CONTRACT_TYPE_Cashloans_MEAN,74,8
PREV_NAME_CONTRACT_TYPE_Consumerloans_MEAN,30,8
PREV_NAME_CONTRACT_TYPE_Revolvingloans_MEAN,66,8
PREV_NAME_CONTRACT_TYPE_XNA_MEAN,0,8
PREV_NAME_CONTRACT_TYPE_nan_MEAN,0,8
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,169,8
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,172,8
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,151,8
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,90,8
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,192,8
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,159,8
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,141,8
PREV_WEEKDAY_APPR_PROCESS_START_nan_MEAN,0,8
PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,0,8
PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,6,8
PREV_FLAG_LAST_APPL_PER_CONTRACT_nan_MEAN,0,8
PREV_NAME_CASH_LOAN_PURPOSE_Buildingahouseoranannex_MEAN,0,8
PREV_NAME_CASH_LOAN_PURPOSE_Businessdevelopment_MEAN,0,8
PREV_NAME_CASH_LOAN_PURPOSE_Buyingagarage_MEAN,0,8
PREV_NAME_CASH_LOAN_PURPOSE_Buyingaholidayhomeland_MEAN,0,8
PREV_NAME_CASH_LOAN_PURPOSE_Buyingahome_MEAN,0,8
PREV_NAME_CASH_LOAN_PURPOSE_Buyinganewcar_MEAN,0,8
PREV_NAME_CASH_LOAN_PURPOSE_Buyingausedcar_MEAN,0,8
PREV_NAME_CASH_LOAN_PURPOSE_Carrepairs_MEAN,12,8
PREV_NAME_CASH_LOAN_PURPOSE_Education_MEAN,0,8
PREV_NAME_CASH_LOAN_PURPOSE_Everydayexpenses_MEAN,0,8
PREV_NAME_CASH_LOAN_PURPOSE_Furniture_MEAN,0,8
PREV_NAME_CASH_LOAN_PURPOSE_Gasificationwatersupply_MEAN,0,8
PREV_NAME_CASH_LOAN_PURPOSE_Hobby_MEAN,0,8
PREV_NAME_CASH_LOAN_PURPOSE_Journey_MEAN,0,8
PREV_NAME_CASH_LOAN_PURPOSE_Medicine_MEAN,12,8
PREV_NAME_CASH_LOAN_PURPOSE_Moneyforathirdperson_MEAN,0,8
PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,12,8
PREV_NAME_CASH_LOAN_PURPOSE_Paymentsonotherloans_MEAN,0,8
PREV_NAME_CASH_LOAN_PURPOSE_Purchaseofelectronicequipment_MEAN,0,8
PREV_NAME_CASH_LOAN_PURPOSE_Refusaltonamethegoal_MEAN,0,8
PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,18,8
PREV_NAME_CASH_LOAN_PURPOSE_Urgentneeds_MEAN,43,8
PREV_NAME_CASH_LOAN_PURPOSE_Weddinggiftholiday_MEAN,0,8
PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,15,8
PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,65,8
PREV_NAME_CASH_LOAN_PURPOSE_nan_MEAN,0,8
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,135,8
PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,95,8
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,156,8
PREV_NAME_CONTRACT_STATUS_Unusedoffer_MEAN,12,8
PREV_NAME_CONTRACT_STATUS_nan_MEAN,0,8
PREV_NAME_PAYMENT_TYPE_Cashthroughthebank_MEAN,94,8
PREV_NAME_PAYMENT_TYPE_Cashlessfromtheaccountoftheemployer_MEAN,0,8
PREV_NAME_PAYMENT_TYPE_Noncashfromyouraccount_MEAN,7,8
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,116,8
PREV_NAME_PAYMENT_TYPE_nan_MEAN,0,8
PREV_CODE_REJECT_REASON_CLIENT_MEAN,0,8
PREV_CODE_REJECT_REASON_HC_MEAN,72,8
PREV_CODE_REJECT_REASON_LIMIT_MEAN,27,8
PREV_CODE_REJECT_REASON_SCO_MEAN,76,8
PREV_CODE_REJECT_REASON_SCOFR_MEAN,15,8
PREV_CODE_REJECT_REASON_SYSTEM_MEAN,0,8
PREV_CODE_REJECT_REASON_VERIF_MEAN,2,8
PREV_CODE_REJECT_REASON_XAP_MEAN,73,8
PREV_CODE_REJECT_REASON_XNA_MEAN,1,8
PREV_CODE_REJECT_REASON_nan_MEAN,0,8
PREV_NAME_TYPE_SUITE_Children_MEAN,23,8
PREV_NAME_TYPE_SUITE_Family_MEAN,107,8
PREV_NAME_TYPE_SUITE_Groupofpeople_MEAN,20,8
PREV_NAME_TYPE_SUITE_Other_A_MEAN,2,8
PREV_NAME_TYPE_SUITE_Other_B_MEAN,16,8
PREV_NAME_TYPE_SUITE_Spousepartner_MEAN,54,8
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,292,8
PREV_NAME_TYPE_SUITE_nan_MEAN,221,8
PREV_NAME_CLIENT_TYPE_New_MEAN,137,8
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,116,8
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,95,8
PREV_NAME_CLIENT_TYPE_XNA_MEAN,0,8
PREV_NAME_CLIENT_TYPE_nan_MEAN,0,8
PREV_NAME_GOODS_CATEGORY_AdditionalService_MEAN,0,8
PREV_NAME_GOODS_CATEGORY_Animals_MEAN,0,8
PREV_NAME_GOODS_CATEGORY_AudioVideo_MEAN,77,8
PREV_NAME_GOODS_CATEGORY_AutoAccessories_MEAN,4,8
PREV_NAME_GOODS_CATEGORY_ClothingandAccessories_MEAN,16,8
PREV_NAME_GOODS_CATEGORY_Computers_MEAN,81,8
PREV_NAME_GOODS_CATEGORY_ConstructionMaterials_MEAN,9,8
PREV_NAME_GOODS_CATEGORY_ConsumerElectronics_MEAN,59,8
PREV_NAME_GOODS_CATEGORY_DirectSales_MEAN,0,8
PREV_NAME_GOODS_CATEGORY_Education_MEAN,0,8
PREV_NAME_GOODS_CATEGORY_Fitness_MEAN,0,8
PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,56,8
PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,22,8
PREV_NAME_GOODS_CATEGORY_Homewares_MEAN,0,8
PREV_NAME_GOODS_CATEGORY_HouseConstruction_MEAN,0,8
PREV_NAME_GOODS_CATEGORY_Insurance_MEAN,0,8
PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,25,8
PREV_NAME_GOODS_CATEGORY_MedicalSupplies_MEAN,0,8
PREV_NAME_GOODS_CATEGORY_Medicine_MEAN,0,8
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,62,8
PREV_NAME_GOODS_CATEGORY_OfficeAppliances_MEAN,0,8
PREV_NAME_GOODS_CATEGORY_Other_MEAN,0,8
PREV_NAME_GOODS_CATEGORY_PhotoCinemaEquipment_MEAN,33,8
PREV_NAME_GOODS_CATEGORY_SportandLeisure_MEAN,44,8
PREV_NAME_GOODS_CATEGORY_Tourism_MEAN,0,8
PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN,2,8
PREV_NAME_GOODS_CATEGORY_Weapon_MEAN,0,8
PREV_NAME_GOODS_CATEGORY_XNA_MEAN,38,8
PREV_NAME_GOODS_CATEGORY_nan_MEAN,0,8
PREV_NAME_PORTFOLIO_Cards_MEAN,43,8
PREV_NAME_PORTFOLIO_Cars_MEAN,0,8
PREV_NAME_PORTFOLIO_Cash_MEAN,95,8
PREV_NAME_PORTFOLIO_POS_MEAN,69,8
PREV_NAME_PORTFOLIO_XNA_MEAN,58,8
PREV_NAME_PORTFOLIO_nan_MEAN,0,8
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,101,8
PREV_NAME_PRODUCT_TYPE_walkin_MEAN,119,8
PREV_NAME_PRODUCT_TYPE_xsell_MEAN,114,8
PREV_NAME_PRODUCT_TYPE_nan_MEAN,0,8
PREV_CHANNEL_TYPE_APCashloan_MEAN,46,8
PREV_CHANNEL_TYPE_Cardealer_MEAN,0,8
PREV_CHANNEL_TYPE_Channelofcorporatesales_MEAN,47,8
PREV_CHANNEL_TYPE_Contactcenter_MEAN,74,8
PREV_CHANNEL_TYPE_Countrywide_MEAN,135,8
PREV_CHANNEL_TYPE_Creditandcashoffices_MEAN,145,8
PREV_CHANNEL_TYPE_RegionalLocal_MEAN,55,8
PREV_CHANNEL_TYPE_Stone_MEAN,109,8
PREV_CHANNEL_TYPE_nan_MEAN,0,8
PREV_NAME_SELLER_INDUSTRY_Autotechnology_MEAN,11,8
PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN,33,8
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,167,8
PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,21,8
PREV_NAME_SELLER_INDUSTRY_Consumerelectronics_MEAN,91,8
PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,42,8
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,14,8
PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN,0,8
PREV_NAME_SELLER_INDUSTRY_MLMpartners_MEAN,0,8
PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN,0,8
PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,59,8
PREV_NAME_SELLER_INDUSTRY_nan_MEAN,0,8
PREV_NAME_YIELD_GROUP_XNA_MEAN,168,8
PREV_NAME_YIELD_GROUP_high_MEAN,242,8
PREV_NAME_YIELD_GROUP_low_action_MEAN,119,8
PREV_NAME_YIELD_GROUP_low_normal_MEAN,153,8
PREV_NAME_YIELD_GROUP_middle_MEAN,186,8
PREV_NAME_YIELD_GROUP_nan_MEAN,0,8
PREV_PRODUCT_COMBINATION_CardStreet_MEAN,58,8
PREV_PRODUCT_COMBINATION_CardXSell_MEAN,42,8
PREV_PRODUCT_COMBINATION_Cash_MEAN,58,8
PREV_PRODUCT_COMBINATION_CashStreethigh_MEAN,53,8
PREV_PRODUCT_COMBINATION_CashStreetlow_MEAN,112,8
PREV_PRODUCT_COMBINATION_CashStreetmiddle_MEAN,35,8
PREV_PRODUCT_COMBINATION_CashXSellhigh_MEAN,76,8
PREV_PRODUCT_COMBINATION_CashXSelllow_MEAN,131,8
PREV_PRODUCT_COMBINATION_CashXSellmiddle_MEAN,80,8
PREV_PRODUCT_COMBINATION_POShouseholdwithinterest_MEAN,113,8
PREV_PRODUCT_COMBINATION_POShouseholdwithoutinterest_MEAN,32,8
PREV_PRODUCT_COMBINATION_POSindustrywithinterest_MEAN,49,8
PREV_PRODUCT_COMBINATION_POSindustrywithoutinterest_MEAN,18,8
PREV_PRODUCT_COMBINATION_POSmobilewithinterest_MEAN,75,8
PREV_PRODUCT_COMBINATION_POSmobilewithoutinterest_MEAN,20,8
PREV_PRODUCT_COMBINATION_POSotherwithinterest_MEAN,23,8
PREV_PRODUCT_COMBINATION_POSotherswithoutinterest_MEAN,0,8
PREV_PRODUCT_COMBINATION_nan_MEAN,0,8
APPROVED_AMT_ANNUITY_MIN,187,8
APPROVED_AMT_ANNUITY_MAX,203,8
APPROVED_AMT_ANNUITY_MEAN,262,8
APPROVED_AMT_APPLICATION_MIN,175,8
APPROVED_AMT_APPLICATION_MAX,139,8
APPROVED_AMT_APPLICATION_MEAN,124,8
APPROVED_AMT_CREDIT_MIN,205,8
APPROVED_AMT_CREDIT_MAX,195,8
APPROVED_AMT_CREDIT_MEAN,110,8
APPROVED_APP_CREDIT_PERC_MIN,173,8
APPROVED_APP_CREDIT_PERC_MAX,175,8
APPROVED_APP_CREDIT_PERC_MEAN,190,8
APPROVED_APP_CREDIT_PERC_VAR,285,8
APPROVED_AMT_DOWN_PAYMENT_MIN,95,8
APPROVED_AMT_DOWN_PAYMENT_MAX,271,8
APPROVED_AMT_DOWN_PAYMENT_MEAN,132,8
APPROVED_AMT_GOODS_PRICE_MIN,183,8
APPROVED_AMT_GOODS_PRICE_MAX,62,8
APPROVED_AMT_GOODS_PRICE_MEAN,109,8
APPROVED_HOUR_APPR_PROCESS_START_MIN,91,8
APPROVED_HOUR_APPR_PROCESS_START_MAX,109,8
APPROVED_HOUR_APPR_PROCESS_START_MEAN,211,8
APPROVED_RATE_DOWN_PAYMENT_MIN,92,8
APPROVED_RATE_DOWN_PAYMENT_MAX,151,8
APPROVED_RATE_DOWN_PAYMENT_MEAN,126,8
APPROVED_DAYS_DECISION_MIN,181,8
APPROVED_DAYS_DECISION_MAX,379,8
APPROVED_DAYS_DECISION_MEAN,253,8
APPROVED_CNT_PAYMENT_MEAN,511,8
APPROVED_CNT_PAYMENT_SUM,269,8
REFUSED_AMT_ANNUITY_MIN,146,8
REFUSED_AMT_ANNUITY_MAX,107,8
REFUSED_AMT_ANNUITY_MEAN,50,8
REFUSED_AMT_APPLICATION_MIN,83,8
REFUSED_AMT_APPLICATION_MAX,59,8
REFUSED_AMT_APPLICATION_MEAN,63,8
REFUSED_AMT_CREDIT_MIN,147,8
REFUSED_AMT_CREDIT_MAX,55,8
REFUSED_AMT_CREDIT_MEAN,65,8
REFUSED_APP_CREDIT_PERC_MIN,136,8
REFUSED_APP_CREDIT_PERC_MAX,89,8
REFUSED_APP_CREDIT_PERC_MEAN,95,8
REFUSED_APP_CREDIT_PERC_VAR,99,8
REFUSED_AMT_DOWN_PAYMENT_MIN,24,8
REFUSED_AMT_DOWN_PAYMENT_MAX,56,8
REFUSED_AMT_DOWN_PAYMENT_MEAN,23,8
REFUSED_AMT_GOODS_PRICE_MIN,68,8
REFUSED_AMT_GOODS_PRICE_MAX,49,8
REFUSED_AMT_GOODS_PRICE_MEAN,89,8
REFUSED_HOUR_APPR_PROCESS_START_MIN,68,8
REFUSED_HOUR_APPR_PROCESS_START_MAX,44,8
REFUSED_HOUR_APPR_PROCESS_START_MEAN,175,8
REFUSED_RATE_DOWN_PAYMENT_MIN,16,8
REFUSED_RATE_DOWN_PAYMENT_MAX,51,8
REFUSED_RATE_DOWN_PAYMENT_MEAN,26,8
REFUSED_DAYS_DECISION_MIN,121,8
REFUSED_DAYS_DECISION_MAX,233,8
REFUSED_DAYS_DECISION_MEAN,147,8
REFUSED_CNT_PAYMENT_MEAN,72,8
REFUSED_CNT_PAYMENT_SUM,60,8
POS_MONTHS_BALANCE_MAX,228,8
POS_MONTHS_BALANCE_MEAN,310,8
POS_MONTHS_BALANCE_SIZE,318,8
POS_SK_DPD_MAX,69,8
POS_SK_DPD_MEAN,90,8
POS_SK_DPD_DEF_MAX,80,8
POS_SK_DPD_DEF_MEAN,171,8
POS_NAME_CONTRACT_STATUS_Active_MEAN,350,8
POS_NAME_CONTRACT_STATUS_Amortizeddebt_MEAN,0,8
POS_NAME_CONTRACT_STATUS_Approved_MEAN,2,8
POS_NAME_CONTRACT_STATUS_Canceled_MEAN,0,8
POS_NAME_CONTRACT_STATUS_Completed_MEAN,273,8
POS_NAME_CONTRACT_STATUS_Demand_MEAN,0,8
POS_NAME_CONTRACT_STATUS_Returnedtothestore_MEAN,43,8
POS_NAME_CONTRACT_STATUS_Signed_MEAN,77,8
POS_NAME_CONTRACT_STATUS_XNA_MEAN,0,8
POS_NAME_CONTRACT_STATUS_nan_MEAN,0,8
POS_COUNT,7,8
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,95,8
INSTAL_DPD_MAX,132,8
INSTAL_DPD_MEAN,456,8
INSTAL_DPD_SUM,161,8
INSTAL_DBD_MAX,348,8
INSTAL_DBD_MEAN,348,8
INSTAL_DBD_SUM,394,8
INSTAL_PAYMENT_PERC_MAX,35,8
INSTAL_PAYMENT_PERC_MEAN,240,8
INSTAL_PAYMENT_PERC_SUM,172,8
INSTAL_PAYMENT_PERC_VAR,249,8
INSTAL_PAYMENT_DIFF_MAX,273,8
INSTAL_PAYMENT_DIFF_MEAN,229,8
INSTAL_PAYMENT_DIFF_SUM,220,8
INSTAL_PAYMENT_DIFF_VAR,171,8
INSTAL_AMT_INSTALMENT_MAX,226,8
INSTAL_AMT_INSTALMENT_MEAN,245,8
INSTAL_AMT_INSTALMENT_SUM,247,8
INSTAL_AMT_PAYMENT_MIN,366,8
INSTAL_AMT_PAYMENT_MAX,172,8
INSTAL_AMT_PAYMENT_MEAN,268,8
INSTAL_AMT_PAYMENT_SUM,373,8
INSTAL_DAYS_ENTRY_PAYMENT_MAX,553,8
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,312,8
INSTAL_DAYS_ENTRY_PAYMENT_SUM,288,8
INSTAL_COUNT,128,8
CC_MONTHS_BALANCE_MIN,8,8
CC_MONTHS_BALANCE_MAX,3,8
CC_MONTHS_BALANCE_MEAN,20,8
CC_MONTHS_BALANCE_SUM,29,8
CC_MONTHS_BALANCE_VAR,13,8
CC_AMT_BALANCE_MIN,43,8
CC_AMT_BALANCE_MAX,23,8
CC_AMT_BALANCE_MEAN,53,8
CC_AMT_BALANCE_SUM,15,8
CC_AMT_BALANCE_VAR,34,8
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,48,8
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,26,8
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,129,8
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,73,8
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,89,8
CC_AMT_DRAWINGS_ATM_CURRENT_MIN,0,8
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,87,8
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,93,8
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,57,8
CC_AMT_DRAWINGS_ATM_CURRENT_VAR,68,8
CC_AMT_DRAWINGS_CURRENT_MIN,33,8
CC_AMT_DRAWINGS_CURRENT_MAX,22,8
CC_AMT_DRAWINGS_CURRENT_MEAN,62,8
CC_AMT_DRAWINGS_CURRENT_SUM,83,8
CC_AMT_DRAWINGS_CURRENT_VAR,52,8
CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0,8
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,10,8
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,0,8
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,17,8
CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,15,8
CC_AMT_DRAWINGS_POS_CURRENT_MIN,23,8
CC_AMT_DRAWINGS_POS_CURRENT_MAX,68,8
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,32,8
CC_AMT_DRAWINGS_POS_CURRENT_SUM,56,8
CC_AMT_DRAWINGS_POS_CURRENT_VAR,54,8
CC_AMT_INST_MIN_REGULARITY_MIN,7,8
CC_AMT_INST_MIN_REGULARITY_MAX,21,8
CC_AMT_INST_MIN_REGULARITY_MEAN,37,8
CC_AMT_INST_MIN_REGULARITY_SUM,50,8
CC_AMT_INST_MIN_REGULARITY_VAR,81,8
CC_AMT_PAYMENT_CURRENT_MIN,61,8
CC_AMT_PAYMENT_CURRENT_MAX,71,8
CC_AMT_PAYMENT_CURRENT_MEAN,159,8
CC_AMT_PAYMENT_CURRENT_SUM,101,8
CC_AMT_PAYMENT_CURRENT_VAR,100,8
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,5,8
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,28,8
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,78,8
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,57,8
CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,31,8
CC_AMT_RECEIVABLE_PRINCIPAL_MIN,15,8
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,22,8
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,49,8
CC_AMT_RECEIVABLE_PRINCIPAL_SUM,33,8
CC_AMT_RECEIVABLE_PRINCIPAL_VAR,25,8
CC_AMT_RECIVABLE_MIN,24,8
CC_AMT_RECIVABLE_MAX,27,8
CC_AMT_RECIVABLE_MEAN,30,8
CC_AMT_RECIVABLE_SUM,15,8
CC_AMT_RECIVABLE_VAR,22,8
CC_AMT_TOTAL_RECEIVABLE_MIN,4,8
CC_AMT_TOTAL_RECEIVABLE_MAX,13,8
CC_AMT_TOTAL_RECEIVABLE_MEAN,7,8
CC_AMT_TOTAL_RECEIVABLE_SUM,4,8
CC_AMT_TOTAL_RECEIVABLE_VAR,6,8
CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0,8
CC_CNT_DRAWINGS_ATM_CURRENT_MAX,22,8
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,189,8
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,54,8
CC_CNT_DRAWINGS_ATM_CURRENT_VAR,156,8
CC_CNT_DRAWINGS_CURRENT_MIN,3,8
CC_CNT_DRAWINGS_CURRENT_MAX,64,8
CC_CNT_DRAWINGS_CURRENT_MEAN,124,8
CC_CNT_DRAWINGS_CURRENT_SUM,57,8
CC_CNT_DRAWINGS_CURRENT_VAR,124,8
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0,8
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,5,8
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,12,8
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,0,8
CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,13,8
CC_CNT_DRAWINGS_POS_CURRENT_MIN,19,8
CC_CNT_DRAWINGS_POS_CURRENT_MAX,40,8
CC_CNT_DRAWINGS_POS_CURRENT_MEAN,66,8
CC_CNT_DRAWINGS_POS_CURRENT_SUM,41,8
CC_CNT_DRAWINGS_POS_CURRENT_VAR,34,8
CC_CNT_INSTALMENT_MATURE_CUM_MIN,10,8
CC_CNT_INSTALMENT_MATURE_CUM_MAX,16,8
CC_CNT_INSTALMENT_MATURE_CUM_MEAN,21,8
CC_CNT_INSTALMENT_MATURE_CUM_SUM,28,8
CC_CNT_INSTALMENT_MATURE_CUM_VAR,45,8
CC_SK_DPD_MIN,0,8
CC_SK_DPD_MAX,5,8
CC_SK_DPD_MEAN,14,8
CC_SK_DPD_SUM,23,8
CC_SK_DPD_VAR,21,8
CC_SK_DPD_DEF_MIN,0,8
CC_SK_DPD_DEF_MAX,0,8
CC_SK_DPD_DEF_MEAN,53,8
CC_SK_DPD_DEF_SUM,5,8
CC_SK_DPD_DEF_VAR,4,8
CC_NAME_CONTRACT_STATUS_Active_MIN,5,8
CC_NAME_CONTRACT_STATUS_Active_MAX,0,8
CC_NAME_CONTRACT_STATUS_Active_MEAN,25,8
CC_NAME_CONTRACT_STATUS_Active_SUM,20,8
CC_NAME_CONTRACT_STATUS_Active_VAR,12,8
CC_NAME_CONTRACT_STATUS_Approved_MIN,0,8
CC_NAME_CONTRACT_STATUS_Approved_MAX,0,8
CC_NAME_CONTRACT_STATUS_Approved_MEAN,0,8
CC_NAME_CONTRACT_STATUS_Approved_SUM,0,8
CC_NAME_CONTRACT_STATUS_Approved_VAR,0,8
CC_NAME_CONTRACT_STATUS_Completed_MIN,0,8
CC_NAME_CONTRACT_STATUS_Completed_MAX,0,8
CC_NAME_CONTRACT_STATUS_Completed_MEAN,5,8
CC_NAME_CONTRACT_STATUS_Completed_SUM,1,8
CC_NAME_CONTRACT_STATUS_Completed_VAR,5,8
CC_NAME_CONTRACT_STATUS_Demand_MIN,0,8
CC_NAME_CONTRACT_STATUS_Demand_MAX,0,8
CC_NAME_CONTRACT_STATUS_Demand_MEAN,0,8
CC_NAME_CONTRACT_STATUS_Demand_SUM,0,8
CC_NAME_CONTRACT_STATUS_Demand_VAR,0,8
CC_NAME_CONTRACT_STATUS_Refused_MIN,0,8
CC_NAME_CONTRACT_STATUS_Refused_MAX,0,8
CC_NAME_CONTRACT_STATUS_Refused_MEAN,0,8
CC_NAME_CONTRACT_STATUS_Refused_SUM,0,8
CC_NAME_CONTRACT_STATUS_Refused_VAR,0,8
CC_NAME_CONTRACT_STATUS_Sentproposal_MIN,0,8
CC_NAME_CONTRACT_STATUS_Sentproposal_MAX,0,8
CC_NAME_CONTRACT_STATUS_Sentproposal_MEAN,0,8
CC_NAME_CONTRACT_STATUS_Sentproposal_SUM,0,8
CC_NAME_CONTRACT_STATUS_Sentproposal_VAR,0,8
CC_NAME_CONTRACT_STATUS_Signed_MIN,0,8
CC_NAME_CONTRACT_STATUS_Signed_MAX,0,8
CC_NAME_CONTRACT_STATUS_Signed_MEAN,1,8
CC_NAME_CONTRACT_STATUS_Signed_SUM,0,8
CC_NAME_CONTRACT_STATUS_Signed_VAR,2,8
CC_NAME_CONTRACT_STATUS_nan_MIN,0,8
CC_NAME_CONTRACT_STATUS_nan_MAX,0,8
CC_NAME_CONTRACT_STATUS_nan_MEAN,0,8
CC_NAME_CONTRACT_STATUS_nan_SUM,0,8
CC_NAME_CONTRACT_STATUS_nan_VAR,0,8
CC_COUNT,5,8
CODE_GENDER,169,9
FLAG_OWN_CAR,9,9
FLAG_OWN_REALTY,12,9
CNT_CHILDREN,16,9
AMT_INCOME_TOTAL,127,9
AMT_CREDIT,297,9
AMT_ANNUITY,453,9
AMT_GOODS_PRICE,294,9
REGION_POPULATION_RELATIVE,306,9
DAYS_BIRTH,714,9
DAYS_EMPLOYED,442,9
DAYS_REGISTRATION,295,9
DAYS_ID_PUBLISH,398,9
OWN_CAR_AGE,272,9
FLAG_MOBIL,0,9
FLAG_EMP_PHONE,0,9
FLAG_WORK_PHONE,87,9
FLAG_CONT_MOBILE,0,9
FLAG_PHONE,45,9
FLAG_EMAIL,0,9
CNT_FAM_MEMBERS,10,9
REGION_RATING_CLIENT,22,9
REGION_RATING_CLIENT_W_CITY,100,9
HOUR_APPR_PROCESS_START,84,9
REG_REGION_NOT_LIVE_REGION,1,9
REG_REGION_NOT_WORK_REGION,3,9
LIVE_REGION_NOT_WORK_REGION,16,9
REG_CITY_NOT_LIVE_CITY,58,9
REG_CITY_NOT_WORK_CITY,4,9
LIVE_CITY_NOT_WORK_CITY,19,9
EXT_SOURCE_1,985,9
EXT_SOURCE_2,847,9
EXT_SOURCE_3,945,9
APARTMENTS_AVG,54,9
BASEMENTAREA_AVG,39,9
YEARS_BEGINEXPLUATATION_AVG,39,9
YEARS_BUILD_AVG,34,9
COMMONAREA_AVG,46,9
