feature,importance,fold
REFUSED_APP_CREDIT_PERC_MEAN,72,3
REFUSED_APP_CREDIT_PERC_VAR,61,3
REFUSED_AMT_DOWN_PAYMENT_MIN,12,3
REFUSED_AMT_DOWN_PAYMENT_MAX,29,3
REFUSED_AMT_DOWN_PAYMENT_MEAN,8,3
REFUSED_AMT_GOODS_PRICE_MIN,29,3
REFUSED_AMT_GOODS_PRICE_MAX,37,3
REFUSED_AMT_GOODS_PRICE_MEAN,49,3
REFUSED_HOUR_APPR_PROCESS_START_MIN,51,3
REFUSED_HOUR_APPR_PROCESS_START_MAX,46,3
REFUSED_HOUR_APPR_PROCESS_START_MEAN,84,3
REFUSED_RATE_DOWN_PAYMENT_MIN,13,3
REFUSED_RATE_DOWN_PAYMENT_MAX,32,3
REFUSED_RATE_DOWN_PAYMENT_MEAN,18,3
REFUSED_DAYS_DECISION_MIN,90,3
REFUSED_DAYS_DECISION_MAX,169,3
REFUSED_DAYS_DECISION_MEAN,72,3
REFUSED_CNT_PAYMENT_MEAN,55,3
REFUSED_CNT_PAYMENT_SUM,31,3
POS_MONTHS_BALANCE_MAX,168,3
POS_MONTHS_BALANCE_MEAN,230,3
POS_MONTHS_BALANCE_SIZE,226,3
POS_SK_DPD_MAX,40,3
POS_SK_DPD_MEAN,71,3
POS_SK_DPD_DEF_MAX,61,3
POS_SK_DPD_DEF_MEAN,151,3
POS_NAME_CONTRACT_STATUS_Active_MEAN,230,3
POS_NAME_CONTRACT_STATUS_Amortizeddebt_MEAN,0,3
POS_NAME_CONTRACT_STATUS_Approved_MEAN,0,3
POS_NAME_CONTRACT_STATUS_Canceled_MEAN,0,3
POS_NAME_CONTRACT_STATUS_Completed_MEAN,185,3
POS_NAME_CONTRACT_STATUS_Demand_MEAN,0,3
POS_NAME_CONTRACT_STATUS_Returnedtothestore_MEAN,39,3
POS_NAME_CONTRACT_STATUS_Signed_MEAN,61,3
POS_NAME_CONTRACT_STATUS_XNA_MEAN,0,3
POS_NAME_CONTRACT_STATUS_nan_MEAN,0,3
POS_COUNT,8,3
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,76,3
INSTAL_DPD_MAX,72,3
INSTAL_DPD_MEAN,421,3
INSTAL_DPD_SUM,81,3
INSTAL_DBD_MAX,260,3
INSTAL_DBD_MEAN,221,3
INSTAL_DBD_SUM,286,3
INSTAL_PAYMENT_PERC_MAX,27,3
INSTAL_PAYMENT_PERC_MEAN,221,3
INSTAL_PAYMENT_PERC_SUM,147,3
INSTAL_PAYMENT_PERC_VAR,131,3
INSTAL_PAYMENT_DIFF_MAX,163,3
INSTAL_PAYMENT_DIFF_MEAN,177,3
INSTAL_PAYMENT_DIFF_SUM,160,3
INSTAL_PAYMENT_DIFF_VAR,71,3
INSTAL_AMT_INSTALMENT_MAX,172,3
INSTAL_AMT_INSTALMENT_MEAN,146,3
INSTAL_AMT_INSTALMENT_SUM,128,3
INSTAL_AMT_PAYMENT_MIN,217,3
INSTAL_AMT_PAYMENT_MAX,150,3
INSTAL_AMT_PAYMENT_MEAN,205,3
INSTAL_AMT_PAYMENT_SUM,344,3
INSTAL_DAYS_ENTRY_PAYMENT_MAX,403,3
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,183,3
INSTAL_DAYS_ENTRY_PAYMENT_SUM,229,3
INSTAL_COUNT,92,3
CC_MONTHS_BALANCE_MIN,2,3
CC_MONTHS_BALANCE_MAX,1,3
CC_MONTHS_BALANCE_MEAN,17,3
CC_MONTHS_BALANCE_SUM,20,3
CC_MONTHS_BALANCE_VAR,10,3
CC_AMT_BALANCE_MIN,21,3
CC_AMT_BALANCE_MAX,26,3
CC_AMT_BALANCE_MEAN,42,3
CC_AMT_BALANCE_SUM,14,3
CC_AMT_BALANCE_VAR,37,3
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,35,3
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,13,3
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,121,3
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,49,3
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,60,3
CC_AMT_DRAWINGS_ATM_CURRENT_MIN,0,3
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,37,3
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,71,3
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,41,3
CC_AMT_DRAWINGS_ATM_CURRENT_VAR,42,3
CC_AMT_DRAWINGS_CURRENT_MIN,14,3
CC_AMT_DRAWINGS_CURRENT_MAX,21,3
CC_AMT_DRAWINGS_CURRENT_MEAN,26,3
CC_AMT_DRAWINGS_CURRENT_SUM,57,3
CC_AMT_DRAWINGS_CURRENT_VAR,32,3
CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0,3
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,11,3
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,0,3
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,2,3
CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,4,3
CC_AMT_DRAWINGS_POS_CURRENT_MIN,12,3
CC_AMT_DRAWINGS_POS_CURRENT_MAX,31,3
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,21,3
CC_AMT_DRAWINGS_POS_CURRENT_SUM,42,3
CC_AMT_DRAWINGS_POS_CURRENT_VAR,32,3
CC_AMT_INST_MIN_REGULARITY_MIN,4,3
CC_AMT_INST_MIN_REGULARITY_MAX,13,3
CC_AMT_INST_MIN_REGULARITY_MEAN,26,3
CC_AMT_INST_MIN_REGULARITY_SUM,24,3
CC_AMT_INST_MIN_REGULARITY_VAR,64,3
CC_AMT_PAYMENT_CURRENT_MIN,52,3
CC_AMT_PAYMENT_CURRENT_MAX,32,3
CC_AMT_PAYMENT_CURRENT_MEAN,105,3
CC_AMT_PAYMENT_CURRENT_SUM,55,3
CC_AMT_PAYMENT_CURRENT_VAR,57,3
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,12,3
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,27,3
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,100,3
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,34,3
CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,39,3
CC_AMT_RECEIVABLE_PRINCIPAL_MIN,9,3
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,19,3
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,43,3
CC_AMT_RECEIVABLE_PRINCIPAL_SUM,15,3
CC_AMT_RECEIVABLE_PRINCIPAL_VAR,23,3
CC_AMT_RECIVABLE_MIN,24,3
CC_AMT_RECIVABLE_MAX,18,3
CC_AMT_RECIVABLE_MEAN,31,3
CC_AMT_RECIVABLE_SUM,12,3
CC_AMT_RECIVABLE_VAR,30,3
CC_AMT_TOTAL_RECEIVABLE_MIN,10,3
CC_AMT_TOTAL_RECEIVABLE_MAX,22,3
CC_AMT_TOTAL_RECEIVABLE_MEAN,9,3
CC_AMT_TOTAL_RECEIVABLE_SUM,3,3
CC_AMT_TOTAL_RECEIVABLE_VAR,5,3
CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0,3
CC_CNT_DRAWINGS_ATM_CURRENT_MAX,9,3
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,166,3
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,46,3
CC_CNT_DRAWINGS_ATM_CURRENT_VAR,82,3
CC_CNT_DRAWINGS_CURRENT_MIN,2,3
CC_CNT_DRAWINGS_CURRENT_MAX,49,3
CC_CNT_DRAWINGS_CURRENT_MEAN,102,3
CC_CNT_DRAWINGS_CURRENT_SUM,25,3
CC_CNT_DRAWINGS_CURRENT_VAR,129,3
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0,3
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,0,3
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,9,3
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,0,3
CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,1,3
CC_CNT_DRAWINGS_POS_CURRENT_MIN,11,3
CC_CNT_DRAWINGS_POS_CURRENT_MAX,28,3
CC_CNT_DRAWINGS_POS_CURRENT_MEAN,60,3
CC_CNT_DRAWINGS_POS_CURRENT_SUM,20,3
CC_CNT_DRAWINGS_POS_CURRENT_VAR,29,3
CC_CNT_INSTALMENT_MATURE_CUM_MIN,3,3
CC_CNT_INSTALMENT_MATURE_CUM_MAX,9,3
CC_CNT_INSTALMENT_MATURE_CUM_MEAN,22,3
CC_CNT_INSTALMENT_MATURE_CUM_SUM,22,3
CC_CNT_INSTALMENT_MATURE_CUM_VAR,20,3
CC_SK_DPD_MIN,0,3
CC_SK_DPD_MAX,2,3
CC_SK_DPD_MEAN,5,3
CC_SK_DPD_SUM,17,3
CC_SK_DPD_VAR,11,3
CC_SK_DPD_DEF_MIN,0,3
CC_SK_DPD_DEF_MAX,0,3
CC_SK_DPD_DEF_MEAN,42,3
CC_SK_DPD_DEF_SUM,0,3
CC_SK_DPD_DEF_VAR,4,3
CC_NAME_CONTRACT_STATUS_Active_MIN,0,3
CC_NAME_CONTRACT_STATUS_Active_MAX,0,3
CC_NAME_CONTRACT_STATUS_Active_MEAN,6,3
CC_NAME_CONTRACT_STATUS_Active_SUM,7,3
CC_NAME_CONTRACT_STATUS_Active_VAR,14,3
CC_NAME_CONTRACT_STATUS_Approved_MIN,0,3
CC_NAME_CONTRACT_STATUS_Approved_MAX,0,3
CC_NAME_CONTRACT_STATUS_Approved_MEAN,0,3
CC_NAME_CONTRACT_STATUS_Approved_SUM,0,3
CC_NAME_CONTRACT_STATUS_Approved_VAR,0,3
CC_NAME_CONTRACT_STATUS_Completed_MIN,0,3
CC_NAME_CONTRACT_STATUS_Completed_MAX,0,3
CC_NAME_CONTRACT_STATUS_Completed_MEAN,3,3
CC_NAME_CONTRACT_STATUS_Completed_SUM,5,3
CC_NAME_CONTRACT_STATUS_Completed_VAR,5,3
CC_NAME_CONTRACT_STATUS_Demand_MIN,0,3
CC_NAME_CONTRACT_STATUS_Demand_MAX,0,3
CC_NAME_CONTRACT_STATUS_Demand_MEAN,0,3
CC_NAME_CONTRACT_STATUS_Demand_SUM,0,3
CC_NAME_CONTRACT_STATUS_Demand_VAR,0,3
CC_NAME_CONTRACT_STATUS_Refused_MIN,0,3
CC_NAME_CONTRACT_STATUS_Refused_MAX,0,3
CC_NAME_CONTRACT_STATUS_Refused_MEAN,0,3
CC_NAME_CONTRACT_STATUS_Refused_SUM,0,3
CC_NAME_CONTRACT_STATUS_Refused_VAR,0,3
CC_NAME_CONTRACT_STATUS_Sentproposal_MIN,0,3
CC_NAME_CONTRACT_STATUS_Sentproposal_MAX,0,3
CC_NAME_CONTRACT_STATUS_Sentproposal_MEAN,0,3
CC_NAME_CONTRACT_STATUS_Sentproposal_SUM,0,3
CC_NAME_CONTRACT_STATUS_Sentproposal_VAR,0,3
CC_NAME_CONTRACT_STATUS_Signed_MIN,0,3
CC_NAME_CONTRACT_STATUS_Signed_MAX,0,3
CC_NAME_CONTRACT_STATUS_Signed_MEAN,4,3
CC_NAME_CONTRACT_STATUS_Signed_SUM,0,3
CC_NAME_CONTRACT_STATUS_Signed_VAR,8,3
CC_NAME_CONTRACT_STATUS_nan_MIN,0,3
CC_NAME_CONTRACT_STATUS_nan_MAX,0,3
CC_NAME_CONTRACT_STATUS_nan_MEAN,0,3
CC_NAME_CONTRACT_STATUS_nan_SUM,0,3
CC_NAME_CONTRACT_STATUS_nan_VAR,0,3
CC_COUNT,2,3
CODE_GENDER,192,4
FLAG_OWN_CAR,15,4
FLAG_OWN_REALTY,15,4
CNT_CHILDREN,14,4
AMT_INCOME_TOTAL,138,4
AMT_CREDIT,369,4
AMT_ANNUITY,603,4
AMT_GOODS_PRICE,343,4
REGION_POPULATION_RELATIVE,395,4
DAYS_BIRTH,777,4
DAYS_EMPLOYED,563,4
DAYS_REGISTRATION,399,4
DAYS_ID_PUBLISH,534,4
OWN_CAR_AGE,334,4
FLAG_MOBIL,0,4
FLAG_EMP_PHONE,0,4
FLAG_WORK_PHONE,87,4
FLAG_CONT_MOBILE,0,4
FLAG_PHONE,50,4
FLAG_EMAIL,6,4
CNT_FAM_MEMBERS,29,4
REGION_RATING_CLIENT,21,4
REGION_RATING_CLIENT_W_CITY,93,4
HOUR_APPR_PROCESS_START,155,4
REG_REGION_NOT_LIVE_REGION,0,4
REG_REGION_NOT_WORK_REGION,0,4
LIVE_REGION_NOT_WORK_REGION,3,4
REG_CITY_NOT_LIVE_CITY,67,4
REG_CITY_NOT_WORK_CITY,10,4
LIVE_CITY_NOT_WORK_CITY,33,4
EXT_SOURCE_1,1078,4
EXT_SOURCE_2,1012,4
EXT_SOURCE_3,1011,4
APARTMENTS_AVG,70,4
BASEMENTAREA_AVG,42,4
YEARS_BEGINEXPLUATATION_AVG,70,4
YEARS_BUILD_AVG,50,4
COMMONAREA_AVG,32,4
ELEVATORS_AVG,26,4
ENTRANCES_AVG,59,4
FLOORSMAX_AVG,48,4
FLOORSMIN_AVG,25,4
LANDAREA_AVG,63,4
LIVINGAPARTMENTS_AVG,41,4
LIVINGAREA_AVG,77,4
NONLIVINGAPARTMENTS_AVG,42,4
NONLIVINGAREA_AVG,67,4
APARTMENTS_MODE,71,4
BASEMENTAREA_MODE,60,4
YEARS_BEGINEXPLUATATION_MODE,111,4
YEARS_BUILD_MODE,52,4
COMMONAREA_MODE,69,4
ELEVATORS_MODE,19,4
ENTRANCES_MODE,13,4
FLOORSMAX_MODE,11,4
FLOORSMIN_MODE,26,4
LANDAREA_MODE,94,4
LIVINGAPARTMENTS_MODE,45,4
LIVINGAREA_MODE,69,4
NONLIVINGAPARTMENTS_MODE,9,4
NONLIVINGAREA_MODE,76,4
APARTMENTS_MEDI,53,4
BASEMENTAREA_MEDI,45,4
YEARS_BEGINEXPLUATATION_MEDI,104,4
YEARS_BUILD_MEDI,25,4
COMMONAREA_MEDI,66,4
ELEVATORS_MEDI,7,4
ENTRANCES_MEDI,47,4
FLOORSMAX_MEDI,11,4
FLOORSMIN_MEDI,18,4
LANDAREA_MEDI,58,4
LIVINGAPARTMENTS_MEDI,54,4
LIVINGAREA_MEDI,64,4
NONLIVINGAPARTMENTS_MEDI,20,4
NONLIVINGAREA_MEDI,45,4
TOTALAREA_MODE,151,4
OBS_30_CNT_SOCIAL_CIRCLE,67,4
DEF_30_CNT_SOCIAL_CIRCLE,90,4
OBS_60_CNT_SOCIAL_CIRCLE,86,4
DEF_60_CNT_SOCIAL_CIRCLE,72,4
DAYS_LAST_PHONE_CHANGE,360,4
FLAG_DOCUMENT_2,0,4
FLAG_DOCUMENT_3,75,4
FLAG_DOCUMENT_4,0,4
FLAG_DOCUMENT_5,0,4
FLAG_DOCUMENT_6,5,4
FLAG_DOCUMENT_7,0,4
FLAG_DOCUMENT_8,4,4
FLAG_DOCUMENT_9,0,4
FLAG_DOCUMENT_10,0,4
FLAG_DOCUMENT_11,1,4
FLAG_DOCUMENT_12,0,4
FLAG_DOCUMENT_13,0,4
FLAG_DOCUMENT_14,0,4
FLAG_DOCUMENT_15,0,4
FLAG_DOCUMENT_16,34,4
FLAG_DOCUMENT_17,0,4
FLAG_DOCUMENT_18,41,4
FLAG_DOCUMENT_19,0,4
FLAG_DOCUMENT_20,0,4
FLAG_DOCUMENT_21,0,4
AMT_REQ_CREDIT_BUREAU_HOUR,0,4
AMT_REQ_CREDIT_BUREAU_DAY,3,4
AMT_REQ_CREDIT_BUREAU_WEEK,12,4
AMT_REQ_CREDIT_BUREAU_MON,40,4
AMT_REQ_CREDIT_BUREAU_QRT,57,4
AMT_REQ_CREDIT_BUREAU_YEAR,72,4
NAME_CONTRACT_TYPE_Cashloans,83,4
NAME_CONTRACT_TYPE_Revolvingloans,4,4
NAME_TYPE_SUITE_Children,15,4
NAME_TYPE_SUITE_Family,10,4
NAME_TYPE_SUITE_Groupofpeople,0,4
NAME_TYPE_SUITE_Other_A,0,4
NAME_TYPE_SUITE_Other_B,15,4
NAME_TYPE_SUITE_Spousepartner,7,4
NAME_TYPE_SUITE_Unaccompanied,2,4
NAME_INCOME_TYPE_Businessman,0,4
NAME_INCOME_TYPE_Commercialassociate,18,4
NAME_INCOME_TYPE_Maternityleave,0,4
NAME_INCOME_TYPE_Pensioner,0,4
NAME_INCOME_TYPE_Stateservant,36,4
NAME_INCOME_TYPE_Student,0,4
NAME_INCOME_TYPE_Unemployed,0,4
NAME_INCOME_TYPE_Working,33,4
NAME_EDUCATION_TYPE_Academicdegree,0,4
NAME_EDUCATION_TYPE_Highereducation,87,4
NAME_EDUCATION_TYPE_Incompletehigher,20,4
NAME_EDUCATION_TYPE_Lowersecondary,21,4
NAME_EDUCATION_TYPE_Secondarysecondaryspecial,56,4
NAME_FAMILY_STATUS_Civilmarriage,7,4
NAME_FAMILY_STATUS_Married,149,4
NAME_FAMILY_STATUS_Separated,13,4
NAME_FAMILY_STATUS_Singlenotmarried,7,4
NAME_FAMILY_STATUS_Unknown,0,4
NAME_FAMILY_STATUS_Widow,7,4
NAME_HOUSING_TYPE_Coopapartment,0,4
NAME_HOUSING_TYPE_Houseapartment,13,4
NAME_HOUSING_TYPE_Municipalapartment,11,4
NAME_HOUSING_TYPE_Officeapartment,24,4
NAME_HOUSING_TYPE_Rentedapartment,1,4
NAME_HOUSING_TYPE_Withparents,0,4
OCCUPATION_TYPE_Accountants,34,4
OCCUPATION_TYPE_Cleaningstaff,0,4
OCCUPATION_TYPE_Cookingstaff,0,4
OCCUPATION_TYPE_Corestaff,40,4
OCCUPATION_TYPE_Drivers,32,4
OCCUPATION_TYPE_HRstaff,0,4
OCCUPATION_TYPE_Highskilltechstaff,37,4
OCCUPATION_TYPE_ITstaff,0,4
OCCUPATION_TYPE_Laborers,24,4
OCCUPATION_TYPE_LowskillLaborers,10,4
OCCUPATION_TYPE_Managers,1,4
OCCUPATION_TYPE_Medicinestaff,25,4
OCCUPATION_TYPE_Privateservicestaff,0,4
OCCUPATION_TYPE_Realtyagents,0,4
OCCUPATION_TYPE_Salesstaff,6,4
OCCUPATION_TYPE_Secretaries,0,4
OCCUPATION_TYPE_Securitystaff,0,4
OCCUPATION_TYPE_Waitersbarmenstaff,6,4
WEEKDAY_APPR_PROCESS_START_FRIDAY,17,4
WEEKDAY_APPR_PROCESS_START_MONDAY,35,4
WEEKDAY_APPR_PROCESS_START_SATURDAY,18,4
WEEKDAY_APPR_PROCESS_START_SUNDAY,22,4
WEEKDAY_APPR_PROCESS_START_THURSDAY,5,4
WEEKDAY_APPR_PROCESS_START_TUESDAY,25,4
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,7,4
ORGANIZATION_TYPE_Advertising,0,4
ORGANIZATION_TYPE_Agriculture,0,4
ORGANIZATION_TYPE_Bank,30,4
ORGANIZATION_TYPE_BusinessEntityType1,0,4
ORGANIZATION_TYPE_BusinessEntityType2,1,4
ORGANIZATION_TYPE_BusinessEntityType3,35,4
ORGANIZATION_TYPE_Cleaning,0,4
ORGANIZATION_TYPE_Construction,46,4
ORGANIZATION_TYPE_Culture,0,4
ORGANIZATION_TYPE_Electricity,0,4
ORGANIZATION_TYPE_Emergency,0,4
ORGANIZATION_TYPE_Government,8,4
ORGANIZATION_TYPE_Hotel,8,4
ORGANIZATION_TYPE_Housing,0,4
ORGANIZATION_TYPE_Industrytype1,0,4
ORGANIZATION_TYPE_Industrytype10,0,4
ORGANIZATION_TYPE_Industrytype11,0,4
ORGANIZATION_TYPE_Industrytype12,0,4
ORGANIZATION_TYPE_Industrytype13,0,4
ORGANIZATION_TYPE_Industrytype2,0,4
ORGANIZATION_TYPE_Industrytype3,2,4
ORGANIZATION_TYPE_Industrytype4,0,4
ORGANIZATION_TYPE_Industrytype5,0,4
ORGANIZATION_TYPE_Industrytype6,0,4
ORGANIZATION_TYPE_Industrytype7,0,4
ORGANIZATION_TYPE_Industrytype8,0,4
ORGANIZATION_TYPE_Industrytype9,44,4
ORGANIZATION_TYPE_Insurance,0,4
ORGANIZATION_TYPE_Kindergarten,20,4
ORGANIZATION_TYPE_LegalServices,0,4
ORGANIZATION_TYPE_Medicine,14,4
ORGANIZATION_TYPE_Military,54,4
ORGANIZATION_TYPE_Mobile,0,4
ORGANIZATION_TYPE_Other,19,4
ORGANIZATION_TYPE_Police,29,4
ORGANIZATION_TYPE_Postal,0,4
ORGANIZATION_TYPE_Realtor,0,4
ORGANIZATION_TYPE_Religion,0,4
ORGANIZATION_TYPE_Restaurant,4,4
ORGANIZATION_TYPE_School,39,4
ORGANIZATION_TYPE_Security,2,4
ORGANIZATION_TYPE_SecurityMinistries,10,4
ORGANIZATION_TYPE_Selfemployed,70,4
ORGANIZATION_TYPE_Services,0,4
ORGANIZATION_TYPE_Telecom,0,4
ORGANIZATION_TYPE_Tradetype1,0,4
ORGANIZATION_TYPE_Tradetype2,0,4
ORGANIZATION_TYPE_Tradetype3,1,4
ORGANIZATION_TYPE_Tradetype4,0,4
ORGANIZATION_TYPE_Tradetype5,0,4
ORGANIZATION_TYPE_Tradetype6,0,4
ORGANIZATION_TYPE_Tradetype7,15,4
ORGANIZATION_TYPE_Transporttype1,0,4
ORGANIZATION_TYPE_Transporttype2,0,4
ORGANIZATION_TYPE_Transporttype3,47,4
ORGANIZATION_TYPE_Transporttype4,1,4
ORGANIZATION_TYPE_University,0,4
ORGANIZATION_TYPE_XNA,0,4
FONDKAPREMONT_MODE_notspecified,0,4
FONDKAPREMONT_MODE_orgspecaccount,0,4
FONDKAPREMONT_MODE_regoperaccount,2,4
FONDKAPREMONT_MODE_regoperspecaccount,0,4
HOUSETYPE_MODE_blockofflats,0,4
HOUSETYPE_MODE_specifichousing,0,4
HOUSETYPE_MODE_terracedhouse,0,4
WALLSMATERIAL_MODE_Block,1,4
WALLSMATERIAL_MODE_Mixed,0,4
WALLSMATERIAL_MODE_Monolithic,0,4
WALLSMATERIAL_MODE_Others,7,4
WALLSMATERIAL_MODE_Panel,15,4
WALLSMATERIAL_MODE_Stonebrick,43,4
WALLSMATERIAL_MODE_Wooden,0,4
EMERGENCYSTATE_MODE_No,1,4
EMERGENCYSTATE_MODE_Yes,0,4
DAYS_EMPLOYED_PERC,473,4
INCOME_CREDIT_PERC,270,4
INCOME_PER_PERSON,272,4
ANNUITY_INCOME_PERC,429,4
PAYMENT_RATE,1238,4
BURO_DAYS_CREDIT_MIN,159,4
BURO_DAYS_CREDIT_MAX,254,4
BURO_DAYS_CREDIT_MEAN,215,4
BURO_DAYS_CREDIT_VAR,260,4
BURO_DAYS_CREDIT_ENDDATE_MIN,135,4
BURO_DAYS_CREDIT_ENDDATE_MAX,264,4
BURO_DAYS_CREDIT_ENDDATE_MEAN,203,4
BURO_DAYS_CREDIT_UPDATE_MEAN,181,4
BURO_CREDIT_DAY_OVERDUE_MAX,7,4
BURO_CREDIT_DAY_OVERDUE_MEAN,0,4
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,321,4
BURO_AMT_CREDIT_SUM_MAX,206,4
BURO_AMT_CREDIT_SUM_MEAN,253,4
BURO_AMT_CREDIT_SUM_SUM,238,4
BURO_AMT_CREDIT_SUM_DEBT_MAX,85,4
BURO_AMT_CREDIT_SUM_DEBT_MEAN,269,4
BURO_AMT_CREDIT_SUM_DEBT_SUM,130,4
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,31,4
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,121,4
BURO_AMT_CREDIT_SUM_LIMIT_SUM,75,4
BURO_AMT_ANNUITY_MAX,69,4
BURO_AMT_ANNUITY_MEAN,71,4
BURO_CNT_CREDIT_PROLONG_SUM,1,4
BURO_MONTHS_BALANCE_MIN_MIN,34,4
BURO_MONTHS_BALANCE_MAX_MAX,5,4
BURO_MONTHS_BALANCE_SIZE_MEAN,80,4
BURO_MONTHS_BALANCE_SIZE_SUM,112,4
BURO_CREDIT_ACTIVE_Active_MEAN,73,4
BURO_CREDIT_ACTIVE_Baddebt_MEAN,0,4
BURO_CREDIT_ACTIVE_Closed_MEAN,90,4
BURO_CREDIT_ACTIVE_Sold_MEAN,26,4
BURO_CREDIT_ACTIVE_nan_MEAN,0,4
BURO_CREDIT_CURRENCY_currency1_MEAN,0,4
BURO_CREDIT_CURRENCY_currency2_MEAN,0,4
BURO_CREDIT_CURRENCY_currency3_MEAN,0,4
BURO_CREDIT_CURRENCY_currency4_MEAN,0,4
BURO_CREDIT_CURRENCY_nan_MEAN,0,4
BURO_CREDIT_TYPE_Anothertypeofloan_MEAN,16,4
BURO_CREDIT_TYPE_Carloan_MEAN,80,4
BURO_CREDIT_TYPE_Cashloannonearmarked_MEAN,0,4
BURO_CREDIT_TYPE_Consumercredit_MEAN,118,4
BURO_CREDIT_TYPE_Creditcard_MEAN,149,4
BURO_CREDIT_TYPE_Interbankcredit_MEAN,0,4
BURO_CREDIT_TYPE_Loanforbusinessdevelopment_MEAN,0,4
BURO_CREDIT_TYPE_Loanforpurchaseofsharesmarginlending_MEAN,0,4
BURO_CREDIT_TYPE_Loanforthepurchaseofequipment_MEAN,0,4
BURO_CREDIT_TYPE_Loanforworkingcapitalreplenishment_MEAN,0,4
BURO_CREDIT_TYPE_Microloan_MEAN,105,4
BURO_CREDIT_TYPE_Mobileoperatorloan_MEAN,0,4
BURO_CREDIT_TYPE_Mortgage_MEAN,83,4
BURO_CREDIT_TYPE_Realestateloan_MEAN,0,4
BURO_CREDIT_TYPE_Unknowntypeofloan_MEAN,0,4
BURO_CREDIT_TYPE_nan_MEAN,0,4
BURO_STATUS_0_MEAN_MEAN,183,4
BURO_STATUS_1_MEAN_MEAN,85,4
BURO_STATUS_2_MEAN_MEAN,13,4
BURO_STATUS_3_MEAN_MEAN,0,4
BURO_STATUS_4_MEAN_MEAN,0,4
BURO_STATUS_5_MEAN_MEAN,1,4
BURO_STATUS_C_MEAN_MEAN,96,4
BURO_STATUS_X_MEAN_MEAN,85,4
BURO_STATUS_nan_MEAN_MEAN,0,4
ACTIVE_DAYS_CREDIT_MIN,190,4
ACTIVE_DAYS_CREDIT_MAX,458,4
ACTIVE_DAYS_CREDIT_MEAN,254,4
ACTIVE_DAYS_CREDIT_VAR,163,4
ACTIVE_DAYS_CREDIT_ENDDATE_MIN,429,4
ACTIVE_DAYS_CREDIT_ENDDATE_MAX,260,4
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,237,4
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,311,4
ACTIVE_CREDIT_DAY_OVERDUE_MAX,1,4
ACTIVE_CREDIT_DAY_OVERDUE_MEAN,12,4
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,221,4
ACTIVE_AMT_CREDIT_SUM_MAX,220,4
ACTIVE_AMT_CREDIT_SUM_MEAN,207,4
ACTIVE_AMT_CREDIT_SUM_SUM,313,4
ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,109,4
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,226,4
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,189,4
ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,53,4
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,165,4
ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,78,4
ACTIVE_AMT_ANNUITY_MAX,86,4
ACTIVE_AMT_ANNUITY_MEAN,51,4
ACTIVE_CNT_CREDIT_PROLONG_SUM,0,4
ACTIVE_MONTHS_BALANCE_MIN_MIN,43,4
ACTIVE_MONTHS_BALANCE_MAX_MAX,32,4
